# Akram-ut-Tarajum — Urdu OCR ground-truth corpus
# Source: https://www.naqshbandiaowaisiah.org/quran
# Format: surah:ayah<TAB>Urdu
001:001	شروع اللہ کے نام سے جو بڑے مہربان نہایت رحم کرنے والے ہیں -
067:005	اور بے شک ہم نے قریب کے آسمان کو چراغوں(ستاروں) سے آراستہ کررکھا ہے اور ہم نے انکو شیطانوں کے مارنے کا ذریعہ بھی بنا دیا ہے۔ اور ہم نے ان کے لیے دہکتی ہوئی آگ کا عذاب تیار کررکھا ہے۔
067:006	اور جن لوگوں نے اپنے پروردگار کے ساتھ کفر کیا ان کے لیئے دوزخ کا عذاب ہے اور بُری جگہ ہے۔
067:007	جب وہ اس میں ڈالے جائیں گے تو اس کا سخت شور سنیں گے اور وہ جوش مار رہی ہوگی۔
067:008	گویا مارے غصہ کے پھٹ پڑے گی۔ جب کبھی اس میں کوئی گروہ ڈالا جائے گا تو اس کے محافظ ان سے پوچھیں گے کہ کیا تمہارے پاس کوئی ڈرانے والا (پیغمبر) نہیں آیا؟
067:009	وہ کہیں گے واقعی ہمارے پاس ڈرانے والا (پیغمبر) آیا تھا تو ہم نے (اس کو) جھٹلا دیا اور کہا کہ اللہ نے تو کچھ نازل ہی نہیں فرمایا (اور) تم تو بڑی غلطی میں پڑے ہو۔
067:010	اور کہیں گے اگر ہم سنتے یا سمجھتے ہوتے تو دوزخ (کے رہنے) والوں میں نہ ہوتے۔
067:011	پس اپنے جرم کا اقرار کریں گے۔ سو اہلِ دوزخ پر لعنت ہے۔
067:012	بے شک جو لوگ اپنے پروردگار سے بے دیکھے ڈرتے ہیں ان کے لیئے بخشش اور بہت بڑا صلہ ہے۔
067:013	اور تم لوگ اپنی بات پوشیدہ کہو یا اس کو ظاہر کہو، بے شک وہ دلوں کے رازوں سے واقف ہے۔
067:014	بھلا کیا وہ نہ جانے گا جس نے پیدا فرمایا! اور وہ باریک بین (اور) باخبر ہے۔
067:015	وہی ہستی ہے جس نے تمہارے لیئے زمین کو مسخر کردیا، سو تم اس کی راہوں میں چلو پھرو اور اس کی عطا کردہ روزی میں سے کھاؤ اور اسی کے پاس دوبارہ زندہ ہوکر جانا ہے۔
067:016	کیا تم اس سے بے خوف ہوگئے ہو کہ جو آسمان میں (بھی اپنا تصرف رکھتا) ہے، کہ وہ تم کو زمین میں دھنسادے پھر وہ (زمین) تھر تھرانے لگے؟
067:017	یا تم لوگ اس سے بے خوف ہوگئے ہوکہ جو آسمان میں (بھی اپنا تصرف رکھتا) ہے کہ وہ تم پر ایک تیز ہوا بھیج دے؟ سو تم عنقریب جان لو گے کہ میرا ڈرانا کیسا ہے۔
067:018	اور بے شک ان سے پہلے لوگوں نے بھی جھٹلایا تھا سو (دیکھ لو) میرا عذاب کیسا ہوا۔
067:019	کیا ان لوگوں نے اپنے اوپر پرندوں کو نہیں دیکھا کبھی پروں کو پھیلائے ہوئے اڑاتے ہیں اور کبھی سمیٹ لیتے ہیں۔ رحمٰن (اللہ) کے سوا انہیں کوئی تھام نہیں سکتا۔ بے شک وہ ہر چیز کو دیکھ رہا ہے۔
067:020	رحمٰن (اللہ) کے سوا بھلا ایسا کون ہے جو تمہارا لشکر ہو کر تمہاری مدد کرسکے۔ کافر تو نرے دھوکے میں ہیں۔
067:021	بھلا اگر وہ اپنا رزق روک لیں تو کون ہے جو تم کو رزق دے؟ بلکہ یہ سرکشی اور نفرت میں پھنسے ہوئے ہیں۔
067:022	بھلا جو شخص اپنے منہ کے بل گر کر چلتا ہو وہ سیدھی راہ پانے والا ہے یا جو شخص سیدھے راستے پر برابر چل رہا ہو۔
067:023	فرما دیجئیےوہی ذات ہے جس نے تم کو پیدا فرمایا اور تم کو کان اور آنکھیں اور دل عطا فرمائے۔ تم لوگ بہت کم شکر ادا کرتے ہو۔
067:024	فرما دیجئیےوہی ہے جس نے تم کو زمین پر پھیلایا ہے اور تم اُسی کے پاس اکٹھے کیے جاؤ گے۔
067:025	اور وہ کہتے ہیں اگر تم سچے ہو تو یہ وعدہ (قیامت کا) کب پورا ہوگا۔
067:026	فرمادیجئیے کہ یہ علم تو اللہ ہی کے پاس ہے اور بلاشبہ میں تو صاف صاف (انجامِ بد سے) ڈرنے والا ہوں۔
067:027	پھر جب اس (عذاب) کو قریب آتا ہوا دیکھیں گے تو کافروں کے چہرے بگڑ جائیں گے اور (اُن سے) کہا جائے گا یہی ہے جو تم مانگا کرتے تھے۔
067:028	فرما دیجئیےبھلا دیکھو اگر اللہ مجھے او رمیرے ساتھیوں کو (جیسا تم چاہتے ہو) ہلاک کردیں یا (ہماری تمنا کے مطابق) ہم پر رحم فرمائیں تو کافروں کو دردناک عذاب سے کون بچائے گا۔
067:029	فرما دیجئیےوہ بڑا مہربان ہے ہم اُس پر ایمان لائے ہیں اور اُسی پر ہم بھروسہ کرتے ہیں سو عنقریب تم جان لو گے کہ صریح گمراہی میں کون ہے۔
067:030	فرما دیجئیےبھلا دیکھو! اگر تمہارا پانی خشک ہوجائے تو کون ہے جو تمہارے لیے شیریں پانی کا چشمہ بہا لائے؟
068:001	نٓ۔ قسم ہے قلم کی اور جو لکھتے ہیں (ان کی قسم)۔
068:002	کہ آپ اپنے پروردگار کے فضل سے دیوانے نہیں۔
068:003	اور بے شک آپ کے لیے ایسا صلہ ہے جو (کبھی) ختم ہونے والا نہیں۔
068:004	بے شک آپ اخلاقِ حسنہ کے بلند ترین مقام پر ہیں۔
068:005	سو عنقریب آپ بھی دیکھ لیں گے۔
068:006	اور یہ (کافر) بھی دیکھ لیں گے کہ تم میں سے کون دیوانہ ہے۔
068:007	بے شک آپ کا پروردگار اس کو بھی خوب جانتا ہے جو اس کی راہ سے بھٹک گیا اور ان کو بھی خوب جانتا ہے جو سیدھے راستے پر چل رہے ہیں۔
068:008	تو آپ جھٹلانے والوں کا کہا مت مانیئے۔
068:009	یہ لوگ چاہتے ہیں کہ آپ نرمی اختیار کریں تو یہ بھی نرم ہوجائیں۔
068:010	اور کسی ایسے شخص کا کہا مت مانیئے جو بہت قسمیں کھانے والا، ذلیل ہو۔
068:011	طعن بھری اشارتیں کرنے والا، چغلیاں لیئے پھرنے والا،
068:012	مال میں بخل کرنے والا، حد سے بڑھا ہوا، بدکار۔
068:013	سخت خُو (اور) اس کے علاوہ بدنسب (حرام زادہ) بھی ہو۔
068:014	اس لیئے کہ مال اور بیٹے رکھتا ہے
068:015	جب اس کو ہماری آیات پڑھ کر سنائی جاتی ہیں تو کہتا ہے یہ اگلے لوگوں کی پرانی کہانیاں ہیں۔
068:016	ہم عنقریب اس کی ناک پر داغ لگادیں گے۔
068:017	بے شک ہم نے ان لوگوں کی طرح آزمائش کی ہے جس طرح باغ والوں کی آزمائش کی تھی جب انہوں نے قسمیں کھا کر کہا کہ صبح ہوتے ہم ضرور اس کا پھل اتارلیں گے۔
068:018	اور انہوں نے ان شاء اللہ نہیں کہا۔
068:019	سو اس پر آپ کے پروردگار کی طرف سے ایک عذاب پھر گیا اور وہ ابھی سو رہے تھے۔
068:020	تو وہ ایسا ہوگیا جیسے کٹی ہوئی کھیتی۔
068:021	تو صبح صبح وہ ایک دوسرے کو پکارنے لگے،
068:022	اگر تم کو کاٹنا ہے تو اپنی کھیتی پر سویرے سویرے پہنچو۔
068:023	تو وہ چل پڑے اور وہ آپس میں سرگوشیاں کرتے جاتے تھے۔
068:024	کہ آج تمہارے پاس کوئی فقیر نہ آنے پائے۔
068:025	اور کوشش کرکے سویرے ہی جا پہنچے (گویا اس پر) قادر ہیں۔
068:026	پھر جب اُسے دیکھا تو کہنے لگے ہم بھول گئے۔
068:027	بلکہ ہماری قسمت ہی پھوٹ گئی۔
068:028	ان میں جو قدرے بہتر آدمی تھا کہنے لگا کیا مَیَں نے تم سے کہا نہ تھا کہ تم تسبیح کیوں نہیں کرتے۔
068:029	تو کہنے لگے ہمارا پروردگار (اللہ) پاک ہے بے شک ہم ہی قصور وار تھے۔
068:030	پھر ایک دوسرے کو مخاطب کرکے باہم الزام دینے لگے۔
068:031	کہنے لگے ہماری بدبختی، ہم ہی حد سے نکلنے والے تھے۔
068:032	ہوسکتا ہے ہمارا پروردگار اس سے اچھا باغ ہمیں بدلے میں عطا کردے بے شک ہم اپنے پروردگار کی طرف رجوع ہوتے ہیں۔
068:033	اس طرح عذاب ہوا کرتا ہے اور آخرت کا عذاب بہت بڑھ کر ہے اگر یہ (اس بات کو) جانتے ہوتے۔
068:034	بے شک پرہیز گاروں کے لیئے ان کے پروردگار کے پاس نعمت کے باغ ہیں۔
068:035	تو ہم فرماں برداروں کو نافرمانوں کی طرح کردیں گے؟
068:036	تمہیں کیا ہوگیا ہے تم کیسا فیصلہ کرتے ہو!۔
068:037	کیا تمہارے پاس کوئی (آسمانی) کتاب ہے جس میں پڑھتے ہو۔
068:038	کہ ضرور اس میں تمہارے لیئے وہ چیز (لکھی) ہو جو تم کو پسند ہے۔
068:039	یا تم نے ہم سے قسمیں لے رکھی ہیں جو قیامت کے دن تک چلتی جائیں گی کہ جس چیز کا تم حکم کرو گے وہ ضرور تمہیں مہیا کی جائے گی۔
068:040	ان سے پوچھیئے کہ ان میں اس کا ذمہ دار کون ہے؟
068:041	کیا ان کے لیے اور بھی (اللہ کے) شریک ہیں اگر سچے ہیں تو اپنے شریکوں کو لے آئیں۔
068:042	جس دن ساق (پنڈلی) سے پردہ ہٹایا جائے گا اور سجدے کے لیئے سب بلائے جائیں گے تو وہ (کفار) سجدہ نہ کرسکیں گے۔
068:043	ان کی آنکھیں جھکی ہوں گی ان پر ذلت چھا رہی ہوگی حالانکہ( اس وقت سے پہلے) سجدے کے لیئے بلائے جاتے تھے جبکہ یہ صحیح سالم تھے۔
068:044	تو مجھے اس کلام کے جھٹلانے والوں سے سمجھ لینے دیں۔ ہم ان کو آہستہ آہستہ ایسے طریقے سے پکڑیں گے کہ ان کو خبر نہ ہوگی۔ اور میں ان کو مہلت دئیے جاتا ہوں۔
068:045	بے شک میری تدبیر بہت مضبوط ہے۔
068:046	کیا آپ ان سے کوئی صلہ مانگتے ہیں کہ ان پر تاوان کا بوجھ پڑ رہا ہے۔
068:047	یا ان کے پاس غیب کی خبر ہے سو وہ (اسے) لکھتے جاتے ہیں۔
068:048	تو آپ اپنے پروردگار کے حکم کے لیئے صبر کیجیئےاور مچھلی والے (حضرت یونس علیہ السلام) کی طرح نہ ہوجائیے جب انہوں نے دعا کی اور وہ غم سے بھرے ہوئے تھے۔
068:049	اگر آپ کے پروردگار (اللہ) کا احسان ان کی دستگیری نہ فرماتا تو وہ چٹیل میدان میں ڈال دئیے جاتے اور ان کا حال بہت خراب ہوتا۔
068:050	پھر ان کے پروردگار نے ان کو برگزیدہ فرما دیا تو ان کو صالحین میں سے کردیا۔
068:051	اور کافر جب قرآن سنتے ہیں تو لگتا ہے کہ آپ کو اپنی نظرِ بد سے گرا دیں گے اور (آپ کے بارے) کہتے ہیں یہ تو ضرور دیوانے ہیں۔
068:052	حالانکہ یہ (قرآن) تو تمام جہانوں کے واسطے نصیحت ہے۔
069:001	سچ مچ ہونے والی۔
069:002	وہ سچ مچ ہونے والی کیا چیز ہے؟
069:003	اور آپ کو کیا معلوم کہ وہ سچ مچ ہونے والی کیا ہے۔
069:004	ثمود اور عاد نے کھڑ کھڑانے والی چیز (قیامت) کا انکار کیا۔
069:005	پس ثمود تو ایک زبردست آواز سے ہلاک کردئیے گئے۔
069:006	اور عاد ایک تیزوتند آدھی سے تباہ کردئیے گئے۔
069:007	اُس (اللہ) نے اس کو سات رات اور آٹھ دن لگاتار ان پر چلائے رکھا تو (اے مخاطب!) تُو ان لوگوں کو اس میں اِس طرح گرے پڑے دیکھے گا جیسے کھجور کے کھوکھلے تنے۔
069:008	تو بھلا تُو ان میں سے کسی کو بھی باقی دیکھتا ہے؟
069:009	اور فرعون اور اس کے پہلے لوگوں نے اور (قوم لوط کی) الٹی ہوئی بستیوں کے لوگوں نے بڑے بڑے قصور کیے۔
069:010	پس انہوں نے اپنے پروردگار کے پیغمبر کا کہنا نہ مانا تو اُس نے ان کو بہت سخت پکڑا۔
069:011	جب پانی طغیانی پر آیا (نوع علیہ السلام کے وقت) تو ہم نے تم لوگوں کو کشتی میں سوار کرلیا۔
