# Akram-ut-Tarajum — complete official Quran translation corpus
# Source: https://www.naqshbandiaowaisiah.org/quran
# Format: surah:ayah<TAB>Urdu<TAB>English
001:001	شروع اللہ کے نام سے جو بڑے مہربان نہایت رحم کرنے والے ہیں -	Beginning with the Name of Allah, Who is Very Kind, Extremely Merciful.
042:024	کیا یہ لوگ کہتے ہیں کہ انہوں (پیغمبر) نے اللہ پر جھوٹ باندھ رکھا ہے سو اگر اللہ چاہتے تو آپ کے قلب پر مہر کردیتے اور اللہ باطل کو مٹایا کرتے ہیں اور حق کو اپنے ارشادات سے ثابت فرماتے ہیں۔ بے شک وہ دلوں کی باتیں جانتے ہیں۔	Do these people say that he (the Messenger) has fabricated a lie against Allah? So, had Allah willed He could have sealed your heart, and Allah effaces falsehood and establishes the Truth with His Words. Undoubtedly, He knows the matters of the hearts.
042:025	اور وہی ہیں جو اپنے بندوں کی توبہ قبول فرماتے ہیں اور ان کے قصور معاف فرماتے ہیں اور جو تم کرتے ہو سب جانتے ہیں۔	It is He,Who accepts the repentance of His slaves and forgives their faults and knows all that you do.
042:026	اور جو ایمان لائے اور نیک کام کرتے رہے ان کی (عبادت) قبول فرماتے ہیں اور اپنی مہربانی سے ان کو زیادہ (ثواب) عطا فرماتے ہیں اور کفر کرنے والوں کے لیئے سخت عذاب ہے۔	And accepts (the worship of) those who believed and kept performing righteous deeds and grants them even more (reward) with His Grace. And for the unbelievers is a severe torment.
042:027	اور اگر اللہ اپنے بندوں کے لیے رزق میں فراخی کردیتے تو وہ زمین میں فساد کرنے لگتے ولیکن وہ جو چاہتے ہیں اندازے کے ساتھ نازل فرماتے ہیں۔ بے شک وہ اپنے بندوں کو جانتے (اور) دیکھتے ہیں۔	And had Allah enhanced the sustenance for His slaves, they would have started rebelling in the land; but He sends,with measure, whatever He wills. Indeed He knows (and) sees His slaves.
042:028	اور وہی (اللہ) تو ہیں جو بندوں کے نااُمید ہو جانے کے بعد بارش برساتے ہیں اور اپنی رحمت کو پھیلادیتے ہیں اور وہ کارساز، تعریف کے سزاوار ہیں۔	And it is He (Allah) Who, after the slaves have lost hope, sends down rain and spreads His Mercy. And He is the Manager of affairs, Praiseworthy.
042:029	اور اللہ کی نشانیوں میں سے ہے آسمانوں اور زمین کو پیدا فرمانا اور ان جانوروں کا جو اس نے ان میں پھیلا رکھے ہیں۔ اور وہ جب چاہیں ان کے جمع کرنے پر (بھی) قدرت رکھتے ہیں۔	And of Allah’s Signs is the creation of the heavens and the earth and the animals that He has spread in them. And He (also) has Power over gathering them whenever He wills.
042:030	اور تم کو جو مصیبت پہنچتی ہے سو وہ تمہارے ہاتھوں کیے ہوئے کاموں کی وجہ سے (پہنچتی) ہے اور وہ بہت سے گناہ تو معاف (ہی) فرما دیتے ہیں۔	And the distress that befalls you (befalls) on account of the deeds performed by your hands. And He (even) forgives many sins.
042:031	اور تم زمین میں (اللہ کو) عاجز نہیں کرسکتے اور خود تمہارا اللہ کے سوا کوئی حامی اور مددگار نہیں۔	And you cannot overwhelm (Allah) in the earth, and except for Allah, there is no friend and helper even for yourself.
042:032	اور اس کی نشانیوں میں جہاز ہیں سمندر میں پہاڑوں جیسے۔	And of His Signs are the ships, like mountains in the sea.
042:033	اگر اللہ چاہیں تو ہوا کو روک دیں پھر وہ (جہاز) اس کی سطح پر کھڑے رہ جائیں بے شک اس میں نشانیاں ہیں ہر صبر کرنے والے، شکر کرنے والے کے لیے۔	If Allah wills, He may still the wind, then those (ships) would remain standing on its surface. Without doubt, in it are signs for every observer of patience, giver of thanks.
042:034	یا ان کو ان کے (بُرے) اعمال کی وجہ سے تباہ کردے اور چاہے تو بہت سے (قصور) معاف فرمادے۔	Or He may destroy them for their (evil) deeds and may overlook many (faults).
042:035	اور جو ہماری آیات میں جھگڑا کرتے ہیں وہ جان لیں کہ ان کے لیے کہیں بچاؤ نہیں۔	And those who dispute in Our Ayaat, they should know that there is no escape for them.
042:036	سو جو کچھ تم کو دیا گیا ہے تو وہ دنیا کی زندگی کا (ناپائیدار) فائدہ ہے اور جو کچھ اللہ کے پاس ہے وہ بہتر اور قائم رہنے والا ہے ان لوگوں کے لیے (ہے) جو ایمان لائے اور اپنے پروردگار پر بھروسہ کرتے ہیں۔	So, whatever has been given to you that is the (temporary) benefit of the worldly life, and that which is with Allah is better and lasting, (it is) for the people who believed and trust their Rabb.
042:037	اور وہ لوگ جو بڑے گناہوں او ربے حیائی کی باتوں سے بچتے ہیں اور جب ان کو غصہ آتا ہے تو معاف کردیتے ہیں۔	And those who abstain from major sins and indecent activities, and when they get angry,they forgive.
042:038	اور جو لوگ اپنے پروردگار کا فرمان قبول کرتے ہیں اور نماز پڑھتے ہیں اور ان کے کام آپس کے مشورے سے ہوتے ہیں اور ہم نے جو کچھ ان کو دیا ہے اس میں سے خرچ کرتے ہیں۔	And those who accept the Command of their Rabb and offer Salah and their affairs are conducted by mutual consultation, and they spend out of that which We have given them.
042:039	اور وہ لوگ کہ جب ان سے زیادتی کی جائے تو (مناسب طریقہ سے) بدلہ لیتے ہیں۔	And those who, when they are wronged, take revenge (appropriately).
042:040	اور برائی کا بدلہ اسی طرح کی برائی ہے پس جو معاف کردے اور اصلاح کردے تو اس کا صلہ اللہ کے ذمہ ہے بے شک وہ زیادتی کرنے والوں کو پسند نہیں فرماتا۔	And the recompense of evil is a similar evil.So the one who forgives and reforms, his reward is upon Allah. Indeed He does not like the wrongdoers.
042:041	اور جس پر ظلم ہوا اگر وہ بدلہ لے تو ان لوگوں پر بھی کچھ الزام نہیں۔	And if the one who has been wronged takes revenge, there is no blame on such people also.
042:042	بے شک الزام تو ان لوگوں پر ہے جو لوگوں پر ظلم کرتے ہیں اور زمین (دنیا) میں ناحق سرکشی (اور فساد) برپا کرتے ہیں۔ ایسے ہی لوگوں کے لیے دردناک عذاب ہے۔	Indeed, the blame is on those who oppress (other) people and rebel (create mischief) in the land (world) without right. For such people is a painful torment.
042:043	اور جس نے صبر کیا اور معاف کردیا تو بے شک یہ بڑے ہمت کے کاموں میں سے ہے۔	And the one who observes patience and forgives, this is indeed from among the deeds of great courage.
042:044	اور جس کو اللہ گمراہ کردیں تو اس کے لیے اس کے علاوہ کوئی (بھی) کارساز نہیں اور آپ ظالموں کو دیکھیں گے جب وہ عذاب کو دیکھیں گے تو کہتے ہوں گے کیا (دنیا میں) واپس جانے کی کوئی صورت ہے؟	And the one whom Allah send astray, for him there is (absolutely) no manager of affairs except Him. And you will observe the wrongdoers when they see the torment, (they would be) saying, ‘Is there any way of going back (to the world)?’
042:045	اور آپ ان کو دیکھیں گے کہ وہ اس (دوزخ) کے سامنے لائے جائیں گے، جُھکے ہوئے ذلت سے، سست نگاہ سے دیکھتے ہوں گے اور ایمان والے کہیں گے کہ یقیناً خسارہ پانے والے تو وہ ہیں جنہوں نے اپنے آپ اور اپنے گھر والوں کو قیامت کے دن خسارے میں ڈالا۔ یاد رکھو! بے شک ظالم (مشرک و کافر) ہمیشہ کے عذاب میں رہیں گے۔	And you will see them that they will be brought before it (Hell), bent with humiliation, looking with furtive glances. And the believers will say that the losers are indeed those who have placed themselves and their families in loss on the day of Qiyamah. Remember! Without doubt, the wrongdoers (the polytheists and the unbelievers) will remain in an everlasting torment.
042:046	اور ان کے کوئی دوست نہ ہوں گے جو اللہ کے سوا ان کی مدد کرسکیں۔ او رجس کو اللہ گمراہ کردیں تو اس کے لیے کوئی راستہ نہیں۔	And they will have no friend, other than Allah, who can help them. And there is no way for the one whom Allah sends astray.
042:047	اپنے پروردگار کا حکم مان لو اس سے پہلے کہ وہ دن آپہنچے جو اللہ کے ہاں سے ٹلے گا نہیں۔ اس دن تمہارے لیے نہ کوئی جائے پناہ ہوگی اور نہ تم سے (گناہوں کا) انکار ہی بن پڑے گا۔	Obey the Command of your Rabb, before comes the Day which will not be averted by Allah. That Day, you shall neither have any place of refuge nor will you be able to disown (your sins).
042:048	پھر اگر یہ لوگ منہ پھیر لیں تو ہم نے آپ کو ان پر نگہبان بنا کر نہیں بھیجا۔ آپ کاکام تو صرف (احکام) پہنچا دینا ہے۔ اور بے شک جب ہم انسان کو اپنی رحمت (کامزہ) چکھاتے ہیں تو اس پر خوش ہوجاتا ہے اور اگر ان پر اپنے ان اعمال کے بدلے جو وہ پہلے کرچکے ہیں کوئی مصیبت آجاتی ہے تو آدمی ناشکری کرنے لگتا ہے۔	Then, if these people turn their faces, We have not sent you as a supervisor over them. Your duty is only to convey (the Commands). And without doubt, when We cause man to (savour the) taste (of) Our Mercy he becomes happy therewith and if some calamity befalls them as recompense for the deeds that they have committed earlier, then man becomes ungrateful.
042:049	آسمانوں اور زمین میں اللہ کی بادشاہت ہے جو چاہیں پیدا فرماتے ہیں جس کو چاہیں بیٹیاں عطا فرماتے ہیں اور جس کو چاہیں بیٹے۔	His Sovereignty prevails in the heavens and the earth.He creates what He wills. He grants daughters to whom He wills and sons to whom He wills.
